,Review,Sentiment
240,"Let me say right off the bat that I'm neither a fan of crime caper films nor of Soderbergh. I just came for the cast and they all delivered, with Cheadle, Del Toro and Harbour as the real standouts. As for the story itself, I wasn't ready for it to escalate that quickly and to develop into something extremely convoluted about corporate greed with historical subtext as it does, even with the archival Detroit photos flashing intermittently as Don Cheadle's character, Curt, walks during the opening credits. So it shouldn't come as a surprise that the movie lost me about halfway through. Still, I genuinely admired the 70s look the film has about it, which can be most notable in the wide-angle, panoramic shots with mild barrel lens distortion (intentionally mimicking a by-product of wide-angle shooting in the early 70s, causing a distortion in the corners of the lens) in addition to the retro credits with the funky font and music. No Sudden Move is also immersed in film-noir flair, with a surfeit of low-angle and Dutch-angle shots, emphasizing power and vulnerability, and conveying a sense of tension, respectively. By the way, there is a fair amount of tense moments in the movie, some are competently gradually built-up for and others come in in a sudden influx. Wish I got much more out of this film, though.",POSITIVE
241,"TL:DR it is good, but... A film can be a lot of things, this film took on that idea. its an origin, a world franchise builder, its about redemption and finding new beginnings. the characters have multiple objectives and are not trusting of each other. GI Joe has always been about covert tactics, espionage and saving the world. I feel this film accomplished that while changing the original story to a more suitably modern take while not wasting anyone's time. the movie can't please everyone, old gi joe fans want the original snake eyes, others don't want white washing of a character that ""could"" be from Asia, some hate how sloppy the fights and spectacles are cut, others hate the narrative because it didn't do such and such. it a pg-13 movie based on a series of children's action figures and it should be taken for what it is, not for what it isn't. to finish this review, I liked all of the characters and thought the performances were spectacular. I liked the campiness humor thrown in to some of the fights and training. the stunts and slow motion in the fight scenes were also very cool and despite some close cuts, it didn't hinder the actions on display or the story. I think the future of the GI Joe movie franchise is looking brighter than it ever has and in the end, what every fan wants is more content.",POSITIVE
242,"Pig is not what it seems to be at first, and personally for me that unpredictable element was a pretty good thing. Firstly, because this film is definitely not John Wick with a pig, and secondly because it has a style and tone that are exchanged in a surprising way, but that never seem out of place. Not everything works in the best way, but it was an experience I enjoyed. But let's be clear, there's no action here, nor is this a revenge thriller. Forget it. I mean, the experience doesn't get boring, or at least that didn't happen for me, but I must stress it because even with certain elements of violence, Pig is a story of a man trying to regain the only thing he has left of the reclusive life he lives now. The character apparently has a past that is mentioned, although not fully explored. But this is not essential to understanding him, because after all he's simply not the man he once was. What remains of him and what is shown to us is the man who is doing everything possible to find his animal. Nicolas Cage is not on this film to remind the public that he knows how to act. Those who have seen enough movies know what he can do. It's just annoying not to see him like this more often. Because of its style, Pig is a film that must be slowly digested. It's not made with the disposition to please a mainstream audience and it doesn't try to. It doesn't compromise its vision either, and it's clearly not afraid of disappointing the audiences who will be wrong about it. It is what it is. Take it or leave it.",NEGATIVE
243,Beautifully rendered story that I didn't want to end. Its authenticity has remained with me and I look forward to future works from this director. The acting was superb as was the cinematography.,POSITIVE
244,"I'm struggling to find good things to say about this handsomely produced effort. As one critic said, it is caught between creating a character and rebooting a commercial franchise. Earlie GI Joe movies, also handsomely produced, had this problem even worse. What I can say is the casting, acting, direction and production values have commitment close the level of a Marvel movie. What makes it forgettable is its theme is, ""I will find peace thru revenge,"" the MOST TIRED TROPE OF ALL TIME; and, as critics note, the action scenes only satisfy if you are age 12 or younger.",NEGATIVE
245,"Udo Kier's work is a complete and enough attribute for you to be interested in seeing this movie, yet I must warn you that Swan Song demands patience. It's not a movie that has a good rhythm, and gets really boring at times. It's Kier who keeps it centered, it's just a shame that the script and direction weren't up to his work.",NEGATIVE
246,"If you tolerated the other Purge films then I’m sure you’ll enjoy this one. But for those of us who prefer films to have well-shot action, coherent plots, decent acting and non-preachy narratives, this is a pass.",POSITIVE
247,Absolutely stunning. A beautiful story with an amazing performance given by the entire cast. A masterpiece.,POSITIVE
248,"La pelicula es un desproposito es mala, mal guion, efectos chimbos, malas actuaciones, el personaje masculino principal lo opacan las personajes secundarias, un villano con un final mas ridiculo que su version anterior, escenas despues de creditos y personajes de cameos mal usados e irreconocibles, peleas cortas y flashback sin sentido que no aportan a la historia y si es aburrida",NEGATIVE
249,Shang chi is a visual masterpiece with engaging and impactful storyline. This is the best introduction a Marvel superhero could ever have.,POSITIVE
250,"Don Cheadle and Benicio del Toro play 2 low-level criminal types in 50’s Detroit. They’re assigned to retrieve a document, but as expected, things go in mis-directions. This cast is nimble with the performances and director Steven Soderberg keeps things compelling with a bit of low level tension. Even so, the details of the plot are sometimes muddled. Soderberg chose to use extreme wide angle lenses for his period look, but the distortion can be distracting. Don’t mistake this for a typical gangster flick. This film is about interactions, not violence. It’s obvious that an accomplished artist put this together, because it’s absorbing, even when the payoff isn’t especially gratifying. BTW, Brendan Fraser has dramatically gained weight because he’s ramping up to star as a 600lb recluse in THE WHALE by Darren Aronofsky. Also, Matt Damon has an uncredited role.",POSITIVE
251,It is a literal mess. Wtf is this film about anyway? Do not waste your money to support creation of such miserable movies.,NEGATIVE
252,"Utterly disappointing movie: production value was clearly high, but the script is just terribly written. Scenario is in the same cheezy, over-the-top (in a bad way) veins as the worst Luc Besson movies (not surprising at all to see Lucy among the director's past works) or David Cage videogames.",NEGATIVE
253,"A somewhat exasperating drama that stands out more for the well-done work of its two protagonists than for the merits of the narration. It may lend itself to a cliché-drenched dynamic, but there's authenticity in the emotions both present. Which makes up for the flat narrative structure.",POSITIVE
254,"Snake Eyes: G.I. Joe Origins is a fun action packed adventure story that keeps you entertained from start to finish. Henry Golding makes this film feel more human, more emotional and more heroic than any other Snake Eyes adaptation on the big screen. With more humor, more character development, and more ninja action than the previous G.I. Joe films, this is easily the best G.I. Joe flick yet!",POSITIVE
255,"Free Guy is the modern version of the movies your parents love, very predictible and funny but not much.",NEGATIVE
256,excellent ;) we laughed a lot. 4k images of the forest were stunning in imax. kids loved it too. thanks disney,POSITIVE
257,"Marvel Studios’ “Shang-Chi and the Legend of the Ten Rings” is the latest modern-day extension to the MCU? Guided to craft beautifully by Destin Daniel Cretton. Shang-Chi has a massive soulfulness that future MCU movies need to take notes on and that only Black Panther did so memorably. It occurred to me while watching this movie that it is genuinely no longer about the characters we focus on, but it is their adventure toward locating themselves, and we follow that adventure here in an amazing Superhero Oriental Fantasy blockbuster. Noticeably, the VFX, scene sets, costume designs, and the special effects themselves incredibly heightened the impact of the movie and allowed a symbolic impact on the awe-inspiring production value and, as a result, the aforementioned movie knocked out in dazzling heights on a beautiful scale because of the VFX. The movement sequences and choreography are polished and stunning. Narratively, the storyline continues incredibly, and we understand the moments of humour the MCU is so well-known for, and we are all here for it. This film divided me going to the cinema and waiting for a digital component! Because of COVID-19, however, I didn’t need to have the entirety of Shang-Chi spoiled earlier on with leaks, thank goodness I went to the very first showing on the opening Thursday night, I have experienced Shang-Chi several times now and in extraordinarily different formats including 4D-X. This movie displays some of the most remarkably phenomenal combat performances in a Marvel movie I had never seen in this noticeable approach previously. The movie is formulaic and well-trodden territory for Marvel and has several exceptional visual effects layered in. Shang-Chi is such an enchanting movie to watch and even better on the biggest screen you can find, keeping safety in mind at all times! If you have seen Marvel movies consistently, you’ve got to know that the narrative is a predictable storyline for Marvel’s superhero foundation adventures. This film is full of numerous great moments, with its battle sequences and action set pieces, which is arguably undoubtedly its major attraction. But Shang-Chi has given us some outstanding personalities and characters in a live-action film like Black Panther’s did so on his solitary quest. Marvel Studios’ Shang-Chi and the Legend of the Ten Rings is one of the most exceptional superhero movies I’ve watched in years, if not in the past decade. Simu Liu and Meng’er Zhang and Tony Leung Chiu Wai get considerable distinct and exceptional choreographed action choreography that we have not witnessed since Captain America: Winter Soldier. There is not any one thing like Shang-Chi I have seen before in the MCU, this film seems fresh. Shang-Chi feeds us with the deprived traditional antique sequences of martial craftsmanship, which we appreciate a lot as an audience and applauds in an incredible modern depiction. This is one of the better, exceptional Marvel films ever. I would recommend watching this one.",POSITIVE
258,"Easily one of the best music documentaries of all time. It's better than ""WattStax,"" which came out in 1973. And it's more culturally relevant than ""Woodstock."" It's about a moment in time when America was coming to the realization that change was inevitable.",POSITIVE
259,"Easily the worst in the whole series. Plot is all over the place and hardly makes sense. I don't expect these movies to be ""realistic"" anymore, but some of the scenes in this film are just so over the top that it's just bad. One of the few redeeming parts of the movie is that it has quite a few callbacks to earlier movies and some tongue in cheek references to the characters ability to survive anything. All in all I didn't really think it was worth the watch and I think Justin Lin has lost his touch and needs to leave it to others.",NEGATIVE
260,Ok so the movie isn't great and it isn't terrible. If you wanna shut off your brain then go to this movie. Action is good enough and the CGI is pretty cool. But idk man just an popcorn movie,POSITIVE
261,The action was amazing it was not like the same old marvel movie the acting was perfect and I laughed watching it good movie,POSITIVE
262,Infectiously warm introduction (for many) and tribute to a duo who’s been right here all along. Its hard not to be won over by both the music and the filmmaking. The film should serve its purpose of generating new fans while Ron and Russell are still with us. We loved it.,POSITIVE
263,"When telling the life story of an iconic and complicated figure like Aretha Franklin, it can be difficult to get everything right. Decisions regarding what should and shouldn't be included can be fraught with difficult choices, some of which will undoubtedly disappoint while others will be perfectly spot-on. Considerations like these almost assuredly had to have gone into the process of devising the narrative and screenplay for the biopic of this storied entertainer and activist, the result of which has drawn decidedly mixed reactions. For my money, however, director Liesl Tommy's debut feature mostly gets it right, especially in the outstanding Oscar-worthy lead performance of Jennifer Hudson, the supporting portrayal of Skye Dakota Turner as Aretha's younger self and the musical numbers, all of which are absolute knock-outs. Admittedly the film is somewhat formulaic (some might say predictable or even trite in certain sequences) and a bit overlong in its attempt to capture as much of Ms. Franklin's life story as possible. Nevertheless, in the greater scheme of things, ""Respect"" is a capably made, exceedingly entertaining offering that's far from deserving of most of the petty sniping that's been directed its way. Doing justice to the Queen of Soul is a daunting prospect, to be sure, but I find it difficult to believe that she would be disappointed by the results.",POSITIVE
264,super funny all the way through the entire movie. you will see lots of familiar faces and even some of the best youtubers and streamers. there are lots of game references and movie references. i absolutely loved it and would recommend going to see it.,POSITIVE
265,"Un mélange de John Wick et de Nikita pour cette production américaine sous la direction d’un réalisateur français dont l’action se déroule au Japon… mais à dire vrai, on a surtout l’impression de regarder l’un de ces nanars avec Jason Statham sauf que c’est la jolie Mary Elizabeth Winstead qui s’y colle. Jolie à regarder certes mais athlétique et aussi mortelle qu’elle peut l’être, cette assassine professionelle ! car Kate Nikita Wick n’amuse certainement pas le terrain et aligne les macabés comme à la parade. L’actrice lui donne néanmoins une certaine épaisseur entre quelques dézinguages de vilains yakuzas : elle est bien plus convaincante qu’un Statham, cela va sans dire. Une pisseuse otacul bling-bling en vient à l’accompagner lors de son périple de vengeance furieuse alors qu’elle tente de retrouver le salopard qui l’a empoisonnée… L’ambiance survoltée du Tokyo nocturne se prête bien sûr fort bien à moult bastons et fusillades mais hélas, contrairement à un John Wick (ou même notre fameux ‘Nikita’ national) l’action reste un peu trop mal filmée pour convaincre : trop de zooms et de cuts malmènent les efforts de Miss Winstead. En outre, le scénar sent le nanar à des kilomètres et le fil blanc de ses coutures qui craquent rapidement se voit comme le nez au milieu de la figure. Heureusement que le rythme ne faiblit pas ou si peu, sinon on aurait commencé à pester, voire s’ennuyer un brin… mais c’est tout à fait regardable en définitive.",NEGATIVE
266,"This film was horrible, for a horror movie in general and also in comparison to Peele's previous work. Also odd that he chooses to use his platform to choose to murder all the white people in the movie. Plus has a complete misunderstanding of gentrification, as again, he tried to push that agenda in the film as well.",NEGATIVE
267,Laughably bad futuristic noir with Hugh Jackman wading through a flooded Miami and a muddled script to deliver one of the biggest turkeys of the year - 1 star for the bizarre sex scene involving Hugh splaying himself out on a chair in a wacky tribute to Flashdance.,NEGATIVE
268,"I am too old for this sh*t - that's what most of the cast members should have said when FF9 was pitched for the first time. This time the over the top car-action was not enough to save this movie. New characters that were written into the story from scratch without actually adding anything, the well-known characters who continuously try to maintain an emotional sentiment with the looks they give each other and jokes that were fun in previous parts are now ‘cheezy’ at best. Despite the fact that the film itself is still nice to watch for free on tv, it has all become very ridiculous and even more unrealistic. This franchise seems to be a victim of their own urge to keep going despite all the signals that it's been a closed book for a long time.",NEGATIVE
269,"When You Think The Rough Draft Is Good Enough.... Rushed is a film that is the rough draft of what could have possibly been, had this film had competent professionals who could recognize this is not a finished product - just a half-baked lasagna that needs more time. Siobhan Fallon Hogan, who has proven to be a master in her class as an accomplished actress, seems to have not much industry support for this project that she wrote and produced(with the assistance of her family and Robert Patrick). I would really like the Hogan family and their Emerald Caz Productions to take Rushed and flesh it out into a Lifetime series, or go more adult and darker with other streaming sources, and turn this project into a platform that truly exposes the subject matter. A Rushed series would allow Siobhan Fallon Hogan to expound much more deeply her writing and allow the Hogans(and Robert Patrick) more opportunity to fine tune their production skills, so that other Emerald Caz Productions project can feel more polished and defined.",NEGATIVE
270,"Welcome to part XII of ""is M. Night Shyamalan in on the joke or is he being for real this time?"" Weirdness is most assuredly a part of M. Night Shyamalan's style. Even his best films can't seem to escape that one stray line or awkward beat that leaves the audience scratching their heads. At its worst, the weirdness can tank the film (i.e. ""The Happening""), but ever since ""The Visit,"" however, the above question has entered into the picture with considerable intensity. Is it something he can just turn on and off or is he really being genuine 100% of the time? I have half a mind to believe it's not even a question anymore with ""Old."" Even in ""The Happening,"" yeah, the overall feel is off, but the ratio of awkwardness is much more subdued, feeling more like an honest-to-God attempt at something higher than it really is. Here, the wackiness is so off-the-wall and rapid fire that I gotta believe there's been a concerted effort to voluntarily mug at the camera, so to speak. In any event, the result is far from boring, wholeheartedly preposterous and an unmitigated brow-furrower. Please bubblewrap M. Night Shyamalan. We need to keep him safe so he can keep making silly **** like this until the end of time. If he does have a genuinely good movie in there somewhere, though, I suppose it wouldn't hurt to see that too. Here's hoping he doesn't think this is one of those.",POSITIVE
271,Matt Damon is amazing. Its good to see him back in the drama genre he does it so well!. Really enjoyed the movie.,POSITIVE
272,"Went to see this with my dad who likes the films as a father's day gift (I haven't watched any of the films), but my god is this film dumb. Most of the time it's fun dumb, but it does go normal dumb. Fair warning, a lot of the dialogue is genuinely cringeworthy and the main villain's backstory is so dumb, it makes a kid's show villain look good. Also, if you saw this in IMAX, you got a preview of Jurassic World Dominion, which was neat.",POSITIVE
273,"average [ av-er-ij, av-rij ] adjective of or relating to an average; estimated by average; forming an average: The average rainfall there is 180 inches.",NEGATIVE
274,"Great movie! It had everything you want in a Fast and Furious movie. Don’t show up expecting it to be a masterpiece, but if you’re expecting it to be a wild ride, this is the film for you.",POSITIVE
275,"I heard a lot of chatter about Malignant being some kind of neo-Giallo film, but I really think that was just an attempt to distract from the true nature of this film, to protect the twist in the third act. Sure there are elements of Giallo here but they are just nods. The true parentage of Malignant is over-the-top violent, frenetic paced and usually at least SEMI tongue-in-cheek horror B movies from the 70's and 80's. James Wan sets the viewer up for the ride in the opening sequence with an absolutely bonkers set piece that lets you know his intentions right off the bat. It's gonna be bloody, violent and poke fun at it's own parentage. I truly believe that this is done as a way to communicate to the viewer - ""Stay with us on this ride. It's going somewhere great. The 2nd act will drag a little but there is a good reason."" Once you see the reveal, you understand a lot of the more puzzling elements earlier on. Now, is this film an acting class? Nope. It is the most clever plot you'll ever see? Not even. Will you guess the twist early on? That depends on how many of these types of films you have seen before. I figured out what sub-genre this was early on but I didn't get the twist until about five seconds before it dropped in all it's glory. I only had time to get out ""NO WAY."" before my wife said ""What?"" and then we were both like - ""WT actual F?!?!"" I just have to applaud James Wan for attempting something fresh and semi-original here. There is so much to like about this film. The cinematography, most of the special effects, the humor, the way it doesn't pull punches with the violence - and the fact that there is no gratuitous sexuality. This film is on a mission. If you relax, have fun with it and don't take it (or yourself) too seriously, this film is a blast and a joy to behold, for fans of bloody disgusting horror, anyway. If you don't like violence, DO NOT watch this film. There are no jump scares and no silly Deus-Ex-Machina resolutions. In the end it all makes glorious, ridiculous, bloody, violent sense. If you dig movies like My Bloody Valentine, Texas Chainsaw Massacre 2, Basket Case, Dead Ringers, Sinister, etc... you will most likely be grinning like an idiot at the end of Malignant. Invite some friends over, order a pizza and have a blast with this one. It's definitely worth checking out.",POSITIVE
276,"It's impressive for a debut feature film, but like many first efforts, it's not perfect. It's writing possesses an uneven storyline and an inconsistent tone, although the themes of death and loss are well-explored. The triumph in 'Pig' however, is the acting. Nicolas Cage puts on what is probably his best performance since 'Adaptation."" He perfectly captures the loss and determination underneath a character clinging onto his sole true companion, even if it is simply a pig. The movie as a whole left a lot to be desired, certainly with areas for improvement, but even with its sometime slow pacing, the realistic acting keeps from becoming just a weird, overreaching melodrama.",POSITIVE
277,Such a fun movie to watch with family! Laughed a lot and had an overall great time! The rock is HILARIOUS,POSITIVE
278,"cough cough - Strange Days & The Sinking City. Reminiscence - written by who excuse me? 5 for Hugh he was trying as much as he could, cinematography colors FX and design was decent.",POSITIVE
279,By far the worst movie I've watched in my life. Movies are for entertainment and spoiler alert: nothing happens in this movie. Literally nothing.,NEGATIVE
280,"Cannot rave about this movie enough. Our entire family was pleasantly surprised, we were completely drawn in within 15 minutes and were hooked the entire time! A complete feel good and unique movie with warm hearted comical charm by Ryan Reynolds.",POSITIVE
281,"After quite a wait, RESPECT came out and was an enjoyable film for the most part. Jennifer Hudson hit a home run at every turn in this film and truly took my breath away multiple times, sending shivers down my spine with how wonderful her voice was (I mean what else could we expect from one of the best voices of our time)! The film touched on some very impactful moments of Aretha's life, which is to be expected in a biopic. However, it did seem to fail in the area of her relationship with her children. It portrayed Aretha as perhaps one of the worst parental figures of our time basically having the children just on the outskirts of the film the entire time. You never really see her spend time with them except for a few scenes and in the rest they're background characters and rarely alluded to or mentioned. It was a big misstep as far as direction goes. Children shouldn't be counted out as major plot points of a biopic ever. The remainder of the cast did a pretty great job with the film as well. I was glad that they took some sensitive early moments and portrayed them the way they did instead of using a graphic depiction. It was, to me, more impactful this way. Overall, I'd say the film did a great job, but definitely had some misses and opportunities to be better. Some portions of her life they seemed to dwell on at times and it would last much too long, when other moments that may have seemed very important were dealt with much quicker and could have been longer instead of others in the film. I look forward to having this film at home, but it is certainly one that needs to be seen in the theater sheerly for the sound design. The music all felt live and really utilized the surround sound technology to encompass the audience completely in a wonderful experience.",POSITIVE
282,Great humor and action. The dad jokes are the best part of the movie though!,POSITIVE
283,"It is a heartfelt family movie. But at the same time it is so generic and calculated in its approach. The whole music career thing has been done in hundreds of other teen comedies and dramas. The new thing here is that it is used as a metaphor for any decision people make and are misunderstood by their loved ones. Ruby's family can't here her voice so literally they don't know what's her passion is all about. It is touching at times, but also almost too sweet and cheesy. The audition to Berklee College is such an emotionally manipulative fake scene. I don't know why people praise this movie so much. It is an OK film. Is it about inclusion of deaf actors in the production? Yes, they were great, but if we want to be honest and equal - this kind of storytelling in a different movie would make everybody roll their eyes and describe it as a Hallmark movie.",POSITIVE
284,"I have never been so angry. Candyman is my favorite horror movie. This film is not Candyman. It is political propaganda to show that police officers are evil. The climax of the film tried to make the murder of officers justified, which is wrong whether they are guilty or not. It was a gross misrepresentation of officers, trying to make it seem like they are all bad. The message was showing that the current narrative is that officers are innocent, when in reality officers always get the short end of the stick. The media’s message is ALWAYS that the officer is in the wrong, whether they are or not. Candyman’s final words were to tell everyone, so I did. DO NOT give your money to this movie! Do not allow hollywood to spread this propaganda!",NEGATIVE
285,"Most pathetic adventure once could experience?!The starting plot was a bit suspenseful, but within minutes you will realize that the director of the film was struggling to keep up with the suspense. Screenwriters have really tried hard to include some punch lines and stupid comedies, but as of today's film standards those comedies are far outdated and frankly speaking shouldn't be even considered funny by children. It wasn't an adventure movie at all by far as the name suggests, moreover just running the scripts to end the film. I suppose Disney have lost the charm. Total waste of 2 hours and the money that was spent for creating this pathetic cruise. Would recommend just to watch it once and never think about it again.",NEGATIVE
286,It's a awesome movie worth watching full of action suspense and thriller. This is absolutely a full entertainment pumpup package,POSITIVE
287,"It's a good movie . James Wan is awesome . Not only the horror, the fight sequences are also good .",POSITIVE
288,A very moving film that brought humanity back to the art of film. The film allowed us to see how deeply the characters loved and grieved. Loved the cinematography and the music. Best performance by Mr. Cage. I watched it until the credits stopped and I intend to see it again.,POSITIVE
289,"It's unapologetically dumb, and I'm quite capable of appreciating a movie that isn't afraid to embrace the complete absurdity, but Free Guy is a movie lacking in tone and direction. What this film tries to do for its entire duration is to seek to throw as much as it can on the screen in order to make you believe that it's very funny, when in fact it's just repeating itself. This occurs because after certain situations, pretty much after the first twenty minutes of the story, its arsenal of gags begins to run out severely, so the film begins to fill in the gaps with real-life reactions of some gamers, and news coverage so they can explain you that the character is simply doing something out of the ordinary. As if you weren't already seeing it with your own eyes. Free Guy is a high-concept idea executed with a defeatist mindset. Why do I say this? Very simple. Its creators and lead actor expect you to be satisfied with just the visuals, so you can forget about the rest. And it's not that I've tried to find some kind of narrative depth in this film, I'd be fooling myself, but it's a little hard to avoid thinking about it when the lead character, despite his eternal smile, is basically having an existential crisis. Free Guy is just entertainment. Dumb entertainment, but its ambitions are conscious enough to die there, but it's entertainment that becomes hollow after a while, which is ironic considering the story takes place in an open-world video game, and those games need a huge amount of variants to not bore the player. The presence of Ryan Reynolds playing himself for the umpteenth time, stopped being enough for me quite a while ago.",NEGATIVE
290,"From the masterminds behind HBO's Westworld comes this sad return to the action genre for Hugh Jackman. The mix that it was presenting, sounded pretty good and looked pretty good, but the mystery conjured up in this tale is actually really poor and mostly unattractive. I'll be honest, halfway through, I really stopped caring what the hell happened to Rebecca Ferguson's character, and it turned out even worse when it revealed how terribly simplistic her fate was. Reminiscence has all the structure and semblance of being a great science fiction blockbuster, even with its relatively modest budget, and if you only look at the facade. However in a cruel joke with its title, it's reminiscent of many other films, and ultimately the puzzle it asks us to put together is just very simplistic. And the intrigue delivered isn't enough to want to go all the way until the end. But hey, we got to see Hugh Jackman for the second time acting completely infatuated by seeing Rebecca Ferguson singing.",NEGATIVE
291,I Feel this movie can be a new Launch pad for Nicolas Cage. He's really talented.Independent movies like this are respectable for me.Because they are facing with so many challenges.,POSITIVE
292,"1. Stillwater reminds me of The Edge of Heaven(2007).They seem to have extended the final third of The Edge of Heaven for 140 minutes! 2. In Stillwater there are two presuppositions of the story. The first half of the film is about one of them and the second half is about the other. This makes the ending of the film emotionally confusing. ""Savior Father"" and ""Man in a New Life"" could have overlapped, but now the film is fragmented.",NEGATIVE
293,Good entertainment i like it. I regret the absence of Hobbs and Shaw but happy to see the return of Mia and the caméo at the end for Paul Walker,POSITIVE
294,"PIG has a great story. One about human's lost and how each deal with it differently. For once, this is a story that talk about men's emotions and how subdue they are. Nicolas Cage is simply put, perfect and credible. He transport that movie with it's hidden charisma. The filming is simple with some nice shots. The music fits very wells. I give it 82%. I have nothing bad to say about the movie. I don't think it's perfect but a great acting performance and story are worth watching.",POSITIVE
295,"Let me start by saying how fun this movie is. It is really IS fun. Does not mean it's perfect. In fact, it breaks logic of the premise several times. Love story is cliche, pacing is not well either. But most jokes land, an average gamer would know almost all references here. This is movie for us, but then for non-gamer people this would not work (for example Ready Player One did work and people like my old parents understood it at least and could follow). The ""YouTubers and streamers"" part was nice but in my opinion was a bit too much, just show once, we are not here for Ninja's commentary on the movie. By far the best cameos are towards the end. And ""final boss"" scene was the most fun too. 3.5/5 is fair I think. And I feel it would be enjoyable as well on second viewing later.",POSITIVE
296,I went in not expecting much with the mixed reviews but it's not as bad as others have let on. It's very watchable if a little campy but it's Disney so that's to be expected. If you're going in expecting deep story and gritty realism you're in the wrong place to begin with. If you just want a fun escape and some campy adventure this is worth the watch. Kids might not get many of the jokes though. Will I watch it again? Probably not as once you've been on the ride once you've experienced all you're going to get out of it. The acting was fine but nothing memorable you'll want to live again and again.,POSITIVE
297,If you tolerated the other Purge films then I’m sure you’ll enjoy this one.,POSITIVE
298,"F9 is about Dom is leading to get off the grid with Letty and his son but then Roman comes to show something coming up and when Letty leaves he looks at it again and zoomed in to see who took out NoBody and the sins of his past comes at him while the crew has to help him with Dom's brother Jacob F9 surprised me I love when Fast & Furious does a story's in this movie has that so the pass scenes with Don's brother and his dad are great and it is sad also I thought I was going to have a problem of han's character and I did not it made sense how it happened and he was scared not to show himself which he did when Letty was in trouble worked so well I was surprised that the storytelling was not messy like other films I watched Jacob as the main villian is great I thought I was not going to believe him as a villian does great as a villian about his dad and his brother and his team betrays him and he is battling his own team so when he is about to fall Mia saves him the one thing i am confused about is Cipher is she used a other drone to take out Dom what!!!!!!!!! I am confused about that so all around F9 is a fun movie and with storytelling, I really liked so I give F9 a B+",POSITIVE
299,This movie got me interested in the Marvel Cinematic Universe. Undoubtedly something that was impossible for me.,NEGATIVE
300,This film is the most boring cinema I’ve seen in a very long time. It only gets points for its style and cheesy appeal,NEGATIVE
301,"Filme muito bom! Bem dirigido, roteiro competente com uma mensagem necessária, o elenco é ótimo em atuações, recomendo..",NEGATIVE
302,Passed the time but wouldn’t recommend it to others. The main male star wasn’t likable or relatable enough. The female star was great. But overall I wouldn’t recommend,NEGATIVE
303,This movie was incredible and Jennifer Hudson nailed it as Aretha Franklin something Cynthia Ervio couldn't do at all. It is a must see because this was done with Respect and with Aretha knowing about it and not waiting for Aretha to die and disrespect her wishes by doing something behind her back and excluding her family from the process.,POSITIVE
304,"Udo Kier has had a long and interesting career and this is yet another unique role. He plays a retired hairdresser who has settled into the relative obscurity and loneliness of a nursing home. After the death of a local society woman (Linda Evans), he’s hired to do her hair, which involves him returning to scrutinize what’s left of his former glory. Of course, the character is flamboyant, but with Kier, he’s a more subdued flamer. There are moments of introspection and bits of lost relationships, but none is especially touching. As a result, there are too many moments of sad staring that drag down the pace. Even Jennifer Coolidge lacks much punch in her supporting role. While there was potential for this to be a wildly fun look at a colorful character, writer/director Todd Stephens hasn’t elevated this project with his rather Earth-bound approach.",NEGATIVE
305,Holy baby Jesus and a can of beans this movie was actually really good.M.Night Shamababam did it again and showed us a pretty interesting concept made into a movie. I would've enjoyed it more if there was more backstory in regards to the characters that participated and I kinda disliked the fact that some of them were killed pretty fast and actually kinda stupidly. The acting was pretty great for the most part especially the kids actors.The effects were also pretty good and I wanna give a huge thumbs up for the makeup artists which probably did the biggest job of everyone in the movie since there were constant subtle changes in the characters in every scene. Ending was pretty great kinda reminded me of an entire SCP foundation story which is a big bonus for me since I love that ****,POSITIVE
306,"All I can say is we laughed a lot! It is hilarious and ridiculous. It goes off the rails in so many ways. A family on vacation at an island resort is invited to spend the day at a secluded beach. They are dropped off and told to walk through the jungle to a canyon and go through that. Arriving on the beach, they are enchanted by its secluded beauty. Shortly thereafter, the train to crazy town leaves the station.",POSITIVE
